IDCIDCATEGORIA,IDCIDSUBCATEGORIA,OPC,DESCRICAO,RESTRICAO
G90,G900,,G90.0 Neuropatia autonomica periferica idiopatica,5
G90,G901,,G90.1 Disautonomia familiar,5
G90,G902,,G90.2 Sindr de Horner,5
G90,G903,,G90.3 Degeneracao multissistemica,5
G90,G908,,G90.8 Outr transt do sist nervoso autonomo,5
G90,G909,,G90.9 Transt NE do sist nervoso autonomo,5
G91,G910,,G91.0 Hidrocefalia comunicante,5
G91,G911,,G91.1 Hidrocefalia obstrutiva,5
G91,G912,,G91.2 Hidrocefalia de pressao normal,5
G91,G913,,G91.3 Hidrocefalia pos-traum NE,5
G91,G918,,G91.8 Outr form de hidrocefalia,5
G91,G919,,G91.9 Hidrocefalia NE,5
G93,G930,,G93.0 Cistos cerebrais,5
G93,G931,,G93.1 Lesao encefalica anoxica NCOP,5
G93,G932,,G93.2 Hipertensao intracraniana benigna,5
G93,G933,,G93.3 Sindr da fadiga pos-viral,5
G93,G934,,G93.4 Encefalopatia NE,5
G93,G935,,G93.5 Compressao do encefalo,5
G93,G936,,G93.6 Edema cerebral,5
G93,G937,,G93.7 Sindr de Reye,5
G93,G938,,G93.8 Outr transt espec do encefalo,5
G93,G939,,G93.9 Transt NE do encefalo,5
G94,G940,*,G94.0 Hidrocefalia em doenc infecc e parasit COP,5
G94,G941,*,G94.1 Hidrocefalia em doenc neoplasicas,5
G94,G942,*,G94.2 Hidrocefalia em outr doenc COP,5
G94,G948,*,G94.8 Outr transt encefalicos espec em doenc COP,5
G95,G950,,G95.0 Siringomielia e siringobulbia,5
G95,G951,,G95.1 Mielopatias vasculares,5
G95,G952,,G95.2 Compressao NE de medula espinal,5
G95,G958,,G95.8 Outr doenc espec da medula espinal,5
G95,G959,,G95.9 Doenc NE da medula espinal,5
G96,G960,,G96.0 Fistula liquorica,5
G96,G961,,G96.1 Transt das meninges NCOP,5
G96,G968,,G96.8 Outr transt espec do sist nervoso central,5
G96,G969,,G96.9 Transt NE do sist nervoso central,5
G97,G970,,G97.0 Perda de liquor resultante de puncao espinal,5
G97,G971,,G97.1 Outr reacao a puncao espinal e lombar,5
G97,G972,,G97.2 Hipotensao intracran conseq deriv ventric,5
G97,G978,,G97.8 Outr transt pos-proced do sist nervoso,5
G97,G979,,G97.9 Transt pos-proced do sist nervoso NE,5
G99,G990,*,G99.0 Neuropatia autonomica doenc endocr metabol,5
G99,G991,*,G99.1 Outr transt sist nervoso autonomo doenc COP,5
G99,G992,*,G99.2 Mielopatia em doenc COP,5
G99,G998,*,G99.8 Outr transt espec do sist nervoso doenc COP,5
H00,H000,,H00.0 Hordeolo e outr inflam profundas palpebras,5
H00,H001,,H00.1 Calazio,5
H01,H010,,H01.0 Blefarite,5
H01,H011,,H01.1 Dermatoses nao infecc da palpebra,5
H01,H018,,H01.8 Outr inflam espec da palpebra,5
H01,H019,,H01.9 Inflam NE da palpebra,5
H02,H020,,H02.0 Entropio e triquiase da palpebra,5
H02,H021,,H02.1 Ectropio da palpebra,5
H02,H022,,H02.2 Lagoftalmo,5
H02,H023,,H02.3 Blefarocalasia,5
H02,H024,,H02.4 Ptose da palpebra,5
H02,H025,,H02.5 Outr transt que afetam a funcao da palpebra,5
H02,H026,,H02.6 Xantelasma da palpebra,5
H02,H027,,H02.7 Outr transt degener palpebra area periocular,5
H02,H028,,H02.8 Outr transt espec das palpebras,5
H02,H029,,H02.9 Transt NE da palpebra,5
H03,H030,*,H03.0 Infestacao parasit da palpebra doenc COP,5
H03,H031,*,H03.1 Compr da palpebra em outr doenc infecc COP,5
H03,H038,*,H03.8 Compr da palpebra em outr doenc COP,5
H04,H040,,H04.0 Dacrioadenite,5
H04,H041,,H04.1 Outr transt da gland lacrimal,5
H04,H042,,H04.2 Epifora,5
H04,H043,,H04.3 Inflam aguda e NE dos canais lacrimais,5
H04,H044,,H04.4 Inflam cronica dos canais lacrimais,5
H04,H045,,H04.5 Estenose e insuf dos canais lacrimais,5
H04,H046,,H04.6 Outr alteracoes nos canais lacrimais,5
H04,H048,,H04.8 Outr transt do aparelho lacrimal,5
H04,H049,,H04.9 Transt NE do aparelho lacrimal,5
H05,H050,,H05.0 Inflam aguda da orbita,5
H05,H051,,H05.1 Transt inflam cronicos da orbita,5
H05,H052,,H05.2 Afeccoes exoftalmicas,5
H05,H053,,H05.3 Deform da orbita,5
H05,H054,,H05.4 Enoftalmia,5
H05,H055,,H05.5 Corpo estranho ret cons ferim perfur orbita,5
H05,H058,,H05.8 Outr transt da orbita,5
H05,H059,,H05.9 Transt NE da orbita,5
H06,H060,*,H06.0 Transt do aparelho lacrimal em doenc COP,5
H06,H061,*,H06.1 Infestacao parasit da orbita doenc COP,5
H06,H062,*,H06.2 Exoftalmo distireoideo,5
H06,H063,*,H06.3 Outr transt da orbita em doenc COP,5
H10,H100,,H10.0 Conjuntivite mucopurulenta,5
H10,H101,,H10.1 Conjuntivite aguda atopica,5
H10,H102,,H10.2 Outr conjuntivites agudas,5
H10,H103,,H10.3 Conjuntivite aguda NE,5
H10,H104,,H10.4 Conjuntivite cronica,5
H10,H105,,H10.5 Blefaroconjuntivite,5
H10,H108,,H10.8 Outr conjuntivites,5
H10,H109,,H10.9 Conjuntivite NE,5
H11,H110,,H11.0 Pterigio,5
H11,H111,,H11.1 Degeneracoes e depositos da conjuntiva,5
H11,H112,,H11.2 Cicatrizes da conjuntiva,5
H11,H113,,H11.3 Hemorragia conjuntival,5
H11,H114,,H11.4 Outr transt vasculares e cistos conjuntivais,5
H11,H118,,H11.8 Outr transt espec da conjuntiva,5
H11,H119,,H11.9 Transt NE da conjuntiva,5
H13,H130,*,H13.0 Infestacao p/filarias na conjuntiva,5
H13,H131,*,H13.1 Conjuntivite em doenc infecc e parasit COP,5
H13,H132,*,H13.2 Conjuntivite em outr doenc COP,5
H13,H133,*,H13.3 Penfigoide ocular,5
H13,H138,*,H13.8 Outr transt da conjuntiva em doenc COP,5
H15,H150,,H15.0 Esclerite,5
H15,H151,,H15.1 Episclerite,5
H15,H158,,H15.8 Outr transt da esclerotica,5
H15,H159,,H15.9 Transt NE da esclerotica,5
H16,H160,,H16.0 Ulcera de cornea,5
H16,H161,,H16.1 Outr ceratites superf s/conjuntivite,5
H16,H162,,H16.2 Ceratoconjuntivite,5
H16,H163,,H16.3 Ceratites intersticial e profunda,5
H16,H164,,H16.4 Neovascularizacao da cornea,5
H16,H168,,H16.8 Outr ceratites,5
H16,H169,,H16.9 Ceratite NE,5
H17,H170,,H17.0 Leucoma aderente,5
H17,H171,,H17.1 Outr opacidade central da cornea,5
H17,H178,,H17.8 Outr cicatrizes e opacidades da cornea,5
H17,H179,,H17.9 Cicatriz e opacidade NE da cornea,5
H18,H180,,H18.0 Pigmentacoes e depositos da cornea,5
H18,H181,,H18.1 Ceratopatia bolhosa,5
H18,H182,,H18.2 Outr edemas da cornea,5
H18,H183,,H18.3 Alteracoes nas membranas da cornea,5
H18,H184,,H18.4 Degeneracoes da cornea,5
H18,H185,,H18.5 Distrofias hereditarias da cornea,5
H18,H186,,H18.6 Ceratocone,5
H18,H187,,H18.7 Outr deform da cornea,5
H18,H188,,H18.8 Outr transt espec da cornea,5
H18,H189,,H18.9 Transt NE da cornea,5
H19,H190,*,H19.0 Esclerite e episclerite em doenc COP,5
H19,H191,*,H19.1 Ceratite ceratoconjunt virus herpes simples,5
H19,H192,*,H19.2 Cerat ceratoconj outr doenc infec paras COP,5
H19,H193,*,H19.3 Ceratite ceratoconjuntivite outr doenc COP,5
H19,H198,*,H19.8 Outr transt de esclerotica cornea doenc COP,5
H20,H200,,H20.0 Iridociclite aguda e subaguda,5
H20,H201,,H20.1 Iridociclite cronica,5
H20,H202,,H20.2 Iridociclite induz p/cristalino,5
H20,H208,,H20.8 Outr iridociclites,5
H20,H209,,H20.9 Iridociclite NE,5
H21,H210,,H21.0 Hifema,5
H21,H211,,H21.1 Outr transt vasculares iris e corpo ciliar,5
H21,H212,,H21.2 Degeneracoes da iris e do corpo ciliar,5
H21,H213,,H21.3 Cistos iris corpo ciliar e camara anterior,5
H21,H214,,H21.4 Membranas pupilares,5
H21,H215,,H21.5 Outr aderencias e roturas iris corpo ciliar,5
H21,H218,,H21.8 Outr transt espec da iris e do corpo ciliar,5
H21,H219,,H21.9 Transt NE da iris e do corpo ciliar,5
H22,H220,*,H22.0 Iridociclite em doenc infecc e parasit COP,5
H22,H221,*,H22.1 Iridociclite em outr doenc COP,5
H22,H228,*,H22.8 Outr transt da iris e corpo ciliar doenc COP,5
H25,H250,,H25.0 Catarata senil incipiente,5
H25,H251,,H25.1 Catarata senil nuclear,5
H25,H252,,H25.2 Catarata senil tipo Morgagni,5
H25,H258,,H25.8 Outr cataratas senis,5
H25,H259,,H25.9 Catarata senil NE,5
H26,H260,,H26.0 Catarata infantil juvenil e pre-senil,5
H26,H261,,H26.1 Catarata traum,5
H26,H262,,H26.2 Catarata complicada,5
H26,H263,,H26.3 Catarata induz p/drogas,5
H26,H264,,H26.4 Pos-catarata,5
H26,H268,,H26.8 Outr cataratas espec,5
H26,H269,,H26.9 Catarata NE,5
H27,H270,,H27.0 Afacia,5
H27,H271,,H27.1 Deslocamento do cristalino,5
H27,H278,,H27.8 Outr transt espec do cristalino,5
H27,H279,,H27.9 Transt NE do cristalino,5
H28,H280,*,H28.0 Catarata diabetica,5
H28,H281,*,H28.1 Catarata outr doenc endocr nutric e metabol,5
H28,H282,*,H28.2 Catarata em outr doenc COP,5
H28,H288,*,H28.8 Outr transt do cristalino em doenc COP,5
H30,H300,,H30.0 Inflam coriorretiniana focal,5
H30,H301,,H30.1 Inflam corrorretiniana disseminada,5
H30,H302,,H30.2 Ciclite posterior,5
H30,H308,,H30.8 Outr inflam coriorretinianas,5
H30,H309,,H30.9 Inflam NE da coroide e da retina,5
H31,H310,,H31.0 Cicatrizes coriorretinianas,5
H31,H311,,H31.1 Degeneracao da coroide,5
H31,H312,,H31.2 Distrofia hereditaria da coroide,5
H31,H313,,H31.3 Hemorragia e rotura da coroide,5
H31,H314,,H31.4 Descolamento da coroide,5
H31,H318,,H31.8 Outr transt espec da coroide,5
H31,H319,,H31.9 Transt NE da coroide,5
H32,H320,*,H32.0 Inflam coriorretin doenc infecc parasit COP,5
H32,H328,*,H32.8 Outr transt coriorretinianos em doenc COP,5
H33,H330,,H33.0 Descolamento da retina c/defeito retiniano,5
H33,H331,,H33.1 Retinosquise e cistos da retina,5
H33,H332,,H33.2 Descolamento seroso da retina,5
H33,H333,,H33.3 Defeitos da retina s/descolamento,5
H33,H334,,H33.4 Descolamento da retina p/tracao,5
H33,H335,,H33.5 Outr descolamentos da retina,5
H34,H340,,H34.0 Oclusao arterial retiniana transitoria,5
H34,H341,,H34.1 Oclusao da arteria retiniana central,5
H34,H342,,H34.2 Outr oclusoes da arteria retiniana,5
H34,H348,,H34.8 Outr oclusoes vasculares retinianas,5
H34,H349,,H34.9 Oclusao vascular retiniana NE,5
H35,H350,,H35.0 Retinopatias de fundo alteracoes vasc retina,5
H35,H351,,H35.1 Retinopatia da prematuridade,5
H35,H352,,H35.2 Outr retinopatias proliferativas,5
H35,H353,,H35.3 Degeneracao da macula e do polo posterior,5
H35,H354,,H35.4 Degeneracoes perifericas da retina,5
H35,H355,,H35.5 Distrofias hereditarias da retina,5
H35,H356,,H35.6 Hemorragia retiniana,5
H35,H357,,H35.7 Separacao das camadas da retina,5
H35,H358,,H35.8 Outr transt espec da retina,5
H35,H359,,H35.9 Transt da retina NE,5
H36,H360,*,H36.0 Retinopatia diabetica,5
H36,H368,*,H36.8 Outr transt retinianos em doenc COP,5
H40,H400,,H40.0 Suspeita de glaucoma,5
H40,H401,,H40.1 Glaucoma prim de angulo aberto,5
H40,H402,,H40.2 Glaucoma prim de angulo fechado,5
H40,H403,,H40.3 Glaucoma secund a traum ocular,5
H40,H404,,H40.4 Glaucoma secund a inflam ocular,5
H40,H405,,H40.5 Glaucoma secund a outr transt do olho,5
H40,H406,,H40.6 Glaucoma secund a drogas,5
H40,H408,,H40.8 Outr glaucoma,5
H40,H409,,H40.9 Glaucoma NE,5
H42,H420,*,H42.0 Glaucoma em doenc endocr nutric e metab COP,5
H42,H428,*,H42.8 Glaucoma em outr doenc COP,5
H43,H430,,H43.0 Prolapso do humor vitreo,5
H43,H431,,H43.1 Hemorragia do humor vitreo,5
H43,H432,,H43.2 Depositos cristalinos no humor vitreo,5
H43,H433,,H43.3 Outr opacidades do vitreo,5
H43,H438,,H43.8 Outr transt do humor vitreo,5
H43,H439,,H43.9 Transt NE do humor vitreo,5
H44,H440,,H44.0 Endoftalmite purulenta,5
H44,H441,,H44.1 Outr endoftalmites,5
H44,H442,,H44.2 Miopia degenerativa,5
H44,H443,,H44.3 Outr transt degenerativos do globo ocular,5
H44,H444,,H44.4 Hipotonia do olho,5
H44,H445,,H44.5 Afeccoes degenerativas do globo ocular,5
H44,H446,,H44.6 Corpo estranho retido intra-ocular nat magn,5
H44,H447,,H44.7 Corpo estranho ret intra-ocular nat nao-magn,5
H44,H448,,H44.8 Outr transt do globo ocular,5
H44,H449,,H44.9 Transt NE do globo ocular,5
H45,H450,*,H45.0 Hemorragia vitrea em doenc COP,5
H45,H451,*,H45.1 Endoftalmite em doenc COP,5
H45,H458,*,H45.8 Outr transt humor vitr glob ocular doenc COP,5
H47,H470,,H47.0 Transt do nervo optico NCOP,5
H47,H471,,H47.1 Papiledema NE,5
H47,H472,,H47.2 Atrofia optica,5
H47,H473,,H47.3 Outr transt do disco optico,5
H47,H474,,H47.4 Transt do quiasma optico,5
H47,H475,,H47.5 Transt de outr vias opticas,5
H47,H476,,H47.6 Transt do cortex visual,5
H47,H477,,H47.7 Transt NE das vias opticas,5
H48,H480,*,H48.0 Atrofia optica em doenc COP,5
H48,H481,*,H48.1 Neurite retrobulbar em doenc COP,5
H48,H488,*,H48.8 Outr transt nervo optic vias optic doenc COP,5
H49,H490,,H49.0 Paralisia do terceiro par,5
H49,H491,,H49.1 Paralisia do quarto par,5
H49,H492,,H49.2 Paralisia do sexto par,5
H49,H493,,H49.3 Oftalmoplegia total,5
H49,H494,,H49.4 Oftalmoplegia externa progressiva,5
H49,H498,,H49.8 Outr estrabismos paraliticos,5
H49,H499,,H49.9 Estrabismo paralitico NE,5
H50,H500,,H50.0 Estrabismo convergente concomitante,5
H50,H501,,H50.1 Estrabismo divergente concomitante,5
H50,H502,,H50.2 Estrabismo vertical,5
H50,H503,,H50.3 Heterotropia intermitente,5
H50,H504,,H50.4 Outr heterotropias e as NE,5
H50,H505,,H50.5 Heteroforia,5
H50,H506,,H50.6 Estrabismo mecanico,5
H50,H508,,H50.8 Outr estrabismos espec,5
H50,H509,,H50.9 Estrabismo NE,5
H51,H510,,H51.0 Paralisia do olhar conjugado,5
H51,H511,,H51.1 Insuf ou excesso de convergencia,5
H51,H512,,H51.2 Oftalmoplegia internuclear,5
H51,H518,,H51.8 Outr transt espec do movimento binocular,5
H51,H519,,H51.9 Transt NE do movimento binocular,5
H52,H520,,H52.0 Hipermetropia,5
H52,H521,,H52.1 Miopia,5
H52,H522,,H52.2 Astigmatismo,5
H52,H523,,H52.3 Anisometropia e aniseiconia,5
H52,H524,,H52.4 Presbiopia,5
H52,H525,,H52.5 Transt da acomodacao,5
H52,H526,,H52.6 Outr transt da refracao,5
H52,H527,,H52.7 Transt NE da refracao,5
H53,H530,,H53.0 Ambliopia p/anopsia,5
H53,H531,,H53.1 Disturbios visuais subjetivos,5
H53,H532,,H53.2 Diplopia,5
H53,H533,,H53.3 Outr transt da visao binocular,5
H53,H534,,H53.4 Defeitos do campo visual,5
H53,H535,,H53.5 Defic da visao cromatica,5
H53,H536,,H53.6 Cegueira noturna,5
H53,H538,,H53.8 Outr disturbios visuais,5
H53,H539,,H53.9 Disturbio visual NE,5
H54,H540,,H54.0 Cegueira ambos os olhos,5
H54,H541,,H54.1 Cegueira um olho e visao subnormal em outr,5
H54,H542,,H54.2 Visao subnormal de ambos os olhos,5
H54,H543,,H54.3 Perda nao qualificada da visao ambos olhos,5
H54,H544,,H54.4 Cegueira em um olho,5
H54,H545,,H54.5 Visao subnormal em um olho,5
H54,H546,,H54.6 Perda nao qualificada da visao em um olho,5
H54,H547,,H54.7 Perda NE da visao,5
H57,H570,,H57.0 Anomalias da funcao pupilar,5
H57,H571,,H57.1 Dor ocular,5
H57,H578,,H57.8 Outr transt espec do olho e anexos,5
H57,H579,,H57.9 Transt NE do olho e anexos,5
H58,H580,*,H58.0 Anomalias da funcao pupilar em doenc COP,5
H58,H581,*,H58.1 Disturbios visuais em doenc COP,5
H58,H588,*,H58.8 Outr transt espec do olho e anexos doenc COP,5
H59,H590,,H59.0 Sindr vitrea subseq a cirurgia de catarata,5
H59,H598,,H59.8 Outr transt do olho e anexos pos-proced,5
H59,H599,,H59.9 Transt NE do olho e anexos pos-proced,5
H60,H600,,H60.0 Abscesso do ouvido externo,5
H60,H601,,H60.1 Celulite do ouvido externo,5
H60,H602,,H60.2 Otite externa maligna,5
H60,H603,,H60.3 Outr otites externas infecc,5
H60,H604,,H60.4 Colesteatoma do ouvido externo,5
H60,H605,,H60.5 Otite externa aguda nao-infecc,5
H60,H608,,H60.8 Outr otites externas,5
H60,H609,,H60.9 Otite externa NE,5
H61,H610,,H61.0 Pericondrite do pavilhao da orelha,5
H61,H611,,H61.1 Transt nao-infecc do pavilhao da orelha,5
H61,H612,,H61.2 Cerume impactado,5
H61,H613,,H61.3 Estenose adquir do conduto auditivo ext,5
H61,H618,,H61.8 Outr transt espec do ouvido externo,5
H61,H619,,H61.9 Transt NE do ouvido externo,5
H62,H620,*,H62.0 Otite externa em doenc bacter COP,5
H62,H621,*,H62.1 Otite externa em doenc virais COP,5
H62,H622,*,H62.2 Otite externa em micoses,5
H62,H623,*,H62.3 Otite externa outr doenc infecc parasit COP,5
H62,H624,*,H62.4 Otite externa em outr doenc COP,5
H62,H628,*,H62.8 Outr transt do ouvido externo em doenc COP,5
H65,H650,,H65.0 Otite media aguda serosa,5
H65,H651,,H65.1 Outr otites medias agudas nao-supurativas,5
H65,H652,,H65.2 Otite media serosa cronica,5
H65,H653,,H65.3 Otite media mucoide cronica,5
H65,H654,,H65.4 Outr otites medias cronicas nao-supurativas,5
H65,H659,,H65.9 Otite media nao-supurativa NE,5
H66,H660,,H66.0 Otite media aguda supurativa,5
H66,H661,,H66.1 Otite media tubotimpanica supurativa cronica,5
H66,H662,,H66.2 Otite media atico-antral supurativa cronica,5
H66,H663,,H66.3 Outr otites medias supurativas cronicas,5
H66,H664,,H66.4 Otite media supurativa NE,5
H66,H669,,H66.9 Otite media NE,5
H67,H670,*,H67.0 Otite media em doenc bacter COP,5
H67,H671,*,H67.1 Otite media em doenc virais COP,5
H67,H678,*,H67.8 Otite media em outr doenc COP,5
H68,H680,,H68.0 Salpingite da trompa de Eustaquio,5
H68,H681,,H68.1 Obstrucao da trompa de Eustaquio,5
H69,H690,,H69.0 Trompa de Eustaquio aberta,5
H69,H698,,H69.8 Outr transt espec da trompa de Eustaquio,5
H69,H699,,H69.9 Transt NE da trompa de Eustaquio,5
H70,H700,,H70.0 Mastoidite aguda,5
H70,H701,,H70.1 Mastoidite cronica,5
H70,H702,,H70.2 Petrosite,5
H70,H708,,H70.8 Outr mastoidites e afeccoes relac mastoidite,5
H70,H709,,H70.9 Mastoidite NE,5
H72,H720,,H72.0 Perfuracao central da membrana do timpano,5
H72,H721,,H72.1 Perfuracao atica da membrana do timpano,5
H72,H722,,H72.2 Outr perfuracoes marginais membrana timpano,5
H72,H728,,H72.8 Outr perfuracoes da membrana do timpano,5
H72,H729,,H72.9 Perfuracao NE da membrana do timpano,5
H73,H730,,H73.0 Miringite aguda,5
H73,H731,,H73.1 Miringite cronica,5
H73,H738,,H73.8 Outr transt espec da membrana do timpano,5
H73,H739,,H73.9 Transt NE da membrana do timpano,5
H74,H740,,H74.0 Timpanosclerose,5
H74,H741,,H74.1 Doenc adesiva do ouvido medio,5
H74,H742,,H74.2 Descontinuidade e desloc ossiculos ouvido,5
H74,H743,,H74.3 Outr anorm adquir ossiculos ouvido,5
H74,H744,,H74.4 Polipo do ouvido medio,5
H74,H748,,H74.8 Outr transt espec do ouvido medio e mastoide,5
H74,H749,,H74.9 Transt NE do ouvido medio e da mastoide,5
H75,H750,*,H75.0 Mastoidite em doenc infecc e parasit COP,5
H75,H758,*,H75.8 Outr transt espec ouv med mastoide doenc COP,5
H80,H800,,H80.0 Otosclerose q comprom janela oval nao-oblit,5
H80,H801,,H80.1 Otosclerose q comprom janela oval oblit,5
H80,H802,,H80.2 Otosclerose da coclea,5
H80,H808,,H80.8 Outr otoscleroses,5
H80,H809,,H80.9 Otosclerose NE,5
H81,H810,,H81.0 Doenc de Meniere,5
H81,H811,,H81.1 Vertigem paroxistica benigna,5
H81,H812,,H81.2 Neuronite vestibular,5
H81,H813,,H81.3 Outr vertigens perifericas,5
H81,H814,,H81.4 Vertigem orig central,5
H81,H818,,H81.8 Outr transt da funcao vestibular,5
H81,H819,,H81.9 Transt NE da funcao vestibular,5
H83,H830,,H83.0 Labirintite,5
H83,H831,,H83.1 Fistula do labirinto,5
H83,H832,,H83.2 Disfuncao do labirinto,5
H83,H833,,H83.3 Efeitos do ruido sobre o ouvido interno,5
H83,H838,,H83.8 Outr transt espec do ouvido interno,5
H83,H839,,H83.9 Transt NE do ouvido interno,5
H90,H900,,H90.0 Perda audicao bilateral dev transt conducao,5
H90,H901,,H90.1 Perda aud unilat trans cond s/rest aud contr,5
H90,H902,,H90.2 Perda NE de audicao dev transt de conducao,5
H90,H903,,H90.3 Perda de audicao bilateral neuro-sensorial,5
H90,H904,,H90.4 Perda aud unilat neuro-sens s/rest aud contr,5
H90,H905,,H90.5 Perda de audicao neuro-sensorial NE,5
H90,H906,,H90.6 Perda audic bilat mista conducao neuro-sens,5
H90,H907,,H90.7 Perd aud uni mist cond neur s/rest aud contr,5
H90,H908,,H90.8 Perda audicao mista conducao e neuro-sens NE,5
H91,H910,,H91.0 Perda de audicao ototoxica,5
H91,H911,,H91.1 Presbiacusia,5
H91,H912,,H91.2 Perda de audicao subita idiopatica,5
H91,H913,,H91.3 Surdo-mudez NCOP,5
H91,H918,,H91.8 Outr perdas de audicao espec,5
H91,H919,,H91.9 Perda NE de audicao,5
H92,H920,,H92.0 Otalgia,5
H92,H921,,H92.1 Otorreia,5
H92,H922,,H92.2 Otorragia,5
H93,H930,,H93.0 Transt degenerativos e vasculares do ouvido,5
H93,H931,,H93.1 Tinnitus,5
H93,H932,,H93.2 Outr percepcoes auditivas anormais,5
H93,H933,,H93.3 Transt do nervo acustico,5
H93,H938,,H93.8 Outr transt espec do ouvido,5
H93,H939,,H93.9 Transt NE do ouvido,5
H94,H940,*,H94.0 Neurite acustica em doenc infecc parasit COP,5
H94,H948,*,H94.8 Outr transt espec do ouvido em doenc COP,5
H95,H950,,H95.0 Colesteatoma recorr cavidade pos-mastoidect,5
H95,H951,,H95.1 Outr transt consequentes a mastoidectomia,5
H95,H958,,H95.8 Outr transt ouvido apof mastoide pos-proced,5
H95,H959,,H95.9 Transt NE ouvido apofise mastoide pos-proced,5
I01,I010,,I01.0 Pericardite reumatica aguda,5
I01,I011,,I01.1 Endocardite reumatica aguda,5
I01,I012,,I01.2 Miocardite reumatica aguda,5
I01,I018,,I01.8 Outr form de doenc cardiaca reumatica aguda,5
I01,I019,,I01.9 Doenc cardiaca reumatica aguda NE,5
I02,I020,,I02.0 Coreia reumatica c/compr cardiaco,5
I02,I029,,I02.9 Coreia reumatica s/compr cardiaco,5
I05,I050,,I05.0 Estenose mitral,5
I05,I051,,I05.1 Insuf mitral reumatica,5
I05,I052,,I05.2 Estenose mitral c/insuf,5
I05,I058,,I05.8 Outr doenc da valva mitral,5
I05,I059,,I05.9 Doenc NE da valva mitral,5
I06,I060,,I06.0 Estenose aortica reumatica,5
